tunnel_num s t edges
1066 1 4 1-6,6-7,7-0,0-3,3-2,2-4
1067 1 4 1-16,16-13,13-14,14-15,15-6,6-4
1068 0 12 0-3,3-2,2-9,9-16,16-13,13-12
1069 0 12 0-3,3-2,2-4,4-8,8-11,11-12
1070 0 12 0-7,7-6,6-1,1-5,5-14,14-13,13-12
1071 0 12 0-7,7-6,6-4,4-8,8-11,11-12
1072 0 12 0-7,7-6,6-15,15-14,14-13,13-12
1073 0 12 0-3,3-2,2-9,9-16,16-10,10-11,11-12
1074 3 9 3-2,2-9
1075 3 9 3-2,2-4,4-6,6-1,1-16,16-9
1076 3 9 3-0,0-7,7-6,6-1,1-16,16-9
1077 3 9 3-2,2-4,4-5,5-14,14-13,13-16,16-9
1078 3 9 3-0,0-7,7-6,6-4,4-2,2-9
1079 3 9 3-2,2-4,4-5,5-1,1-16,16-9
1080 2 3 2-3
1081 2 3 2-4,4-6,6-7,7-0,0-3
1082 2 3 2-4,4-5,5-1,1-6,6-7,7-0,0-3
1083 2 3 2-9,9-16,16-13,13-14,14-15,15-6,6-7,7-0,0-3
1084 2 3 2-9,9-16,16-1,1-6,6-7,7-0,0-3
1085 2 3 2-4,4-5,5-14,14-15,15-6,6-7,7-0,0-3
1086 1 9 1-16,16-9
1087 1 9 1-6,6-4,4-2,2-9
1088 1 9 1-5,5-4,4-2,2-9
1089 1 9 1-5,5-14,14-13,13-16,16-9
1090 1 9 1-6,6-7,7-0,0-3,3-2,2-9
1091 1 9 1-6,6-15,15-14,14-13,13-16,16-9
1092 8 7 8-4,4-6,6-7
1093 8 7 8-4,4-2,2-3,3-0,0-7
1094 8 7 8-11,11-12,12-13,13-14,14-5,5-1,1-6,6-7
1095 8 7 8-11,11-10,10-16,16-1,1-6,6-7
1096 8 7 8-4,4-5,5-14,14-15,15-6,6-7
1097 8 7 8-4,4-5,5-1,1-16,16-9,9-2,2-3,3-0,0-7
1098 4 2 4-2
1099 4 2 4-6,6-1,1-16,16-9,9-2
1100 4 2 4-5,5-1,1-16,16-9,9-2
1101 4 2 4-6,6-7,7-0,0-3,3-2
1102 4 2 4-8,8-11,11-12,12-13,13-16,16-9,9-2
1103 4 2 4-5,5-14,14-15,15-6,6-7,7-0,0-3,3-2
1104 2 14 2-4,4-5,5-14
1105 2 14 2-4,4-6,6-1,1-5,5-14
1106 2 14 2-9,9-16,16-13,13-14
1107 2 14 2-3,3-0,0-7,7-6,6-15,15-14
1108 2 14 2-4,4-6,6-15,15-14
1109 2 14 2-9,9-16,16-1,1-5,5-14
1110 9 6 9-16,16-1,1-6
1111 9 6 9-2,2-4,4-6
1112 9 6 9-2,2-4,4-5,5-1,1-6
1113 9 6 9-16,16-13,13-14,14-15,15-6
1114 9 6 9-2,2-3,3-0,0-7,7-6
1115 9 6 9-16,16-13,13-12,12-11,11-8,8-4,4-6
1116 6 5 6-1,1-5
1117 6 5 6-4,4-5
1118 6 5 6-1,1-16,16-9,9-2,2-4,4-5
1119 6 5 6-15,15-14,14-5
1120 6 5 6-4,4-8,8-11,11-12,12-13,13-14,14-5
1121 6 5 6-7,7-0,0-3,3-2,2-4,4-5
1122 5 3 5-4,4-2,2-3
1123 5 3 5-1,1-6,6-4,4-2,2-3
1124 5 3 5-1,1-6,6-7,7-0,0-3
1125 5 3 5-14,14-13,13-16,16-9,9-2,2-3
1126 5 3 5-14,14-15,15-6,6-7,7-0,0-3
1127 5 3 5-1,1-16,16-9,9-2,2-3
1128 11 7 11-8,8-4,4-6,6-7
1129 11 7 11-12,12-13,13-14,14-5,5-1,1-6,6-7
1130 11 7 11-8,8-4,4-2,2-3,3-0,0-7
1131 11 7 11-10,10-16,16-1,1-6,6-7
1132 11 7 11-12,12-13,13-14,14-15,15-6,6-7
1133 11 7 11-10,10-16,16-9,9-2,2-4,4-6,6-7
1134 10 5 10-11,11-8,8-4,4-5
1135 10 5 10-16,16-1,1-5
1136 10 5 10-11,11-12,12-13,13-14,14-5
1137 10 5 10-16,16-9,9-2,2-4,4-5
1138 10 5 10-16,16-13,13-14,14-5
1139 10 5 10-11,11-8,8-4,4-6,6-1,1-5
1140 7 0 7-0
1141 7 0 7-6,6-4,4-2,2-3,3-0
1142 7 0 7-6,6-1,1-5,5-4,4-2,2-3,3-0
1143 7 0 7-6,6-15,15-14,14-13,13-16,16-9,9-2,2-3,3-0
1144 7 0 7-6,6-1,1-16,16-9,9-2,2-3,3-0
1145 7 0 7-6,6-15,15-14,14-5,5-4,4-2,2-3,3-0
1146 6 8 6-4,4-8
1147 6 8 6-1,1-5,5-4,4-8
1148 6 8 6-1,1-5,5-14,14-13,13-12,12-11,11-8
1149 6 8 6-7,7-0,0-3,3-2,2-4,4-8
1150 6 8 6-1,1-16,16-10,10-11,11-8
1151 6 8 6-15,15-14,14-5,5-4,4-8
1152 5 16 5-1,1-16
1153 5 16 5-4,4-2,2-9,9-16
1154 5 16 5-4,4-6,6-1,1-16
1155 5 16 5-14,14-13,13-16
1156 5 16 5-4,4-8,8-11,11-10,10-16
1157 5 16 5-14,14-15,15-6,6-7,7-0,0-3,3-2,2-9,9-16
1158 12 0 12-13,13-16,16-9,9-2,2-3,3-0
1159 12 0 12-11,11-8,8-4,4-2,2-3,3-0
1160 12 0 12-13,13-14,14-5,5-1,1-6,6-7,7-0
1161 12 0 12-11,11-8,8-4,4-6,6-7,7-0
1162 12 0 12-13,13-14,14-15,15-6,6-7,7-0
1163 12 0 12-11,11-10,10-16,16-9,9-2,2-3,3-0
1164 11 8 11-8
1165 11 8 11-12,12-13,13-14,14-5,5-4,4-8
1166 11 8 11-12,12-13,13-16,16-9,9-2,2-4,4-8
1167 11 8 11-10,10-16,16-1,1-6,6-4,4-8
1168 11 8 11-10,10-16,16-1,1-5,5-4,4-8
1169 11 8 11-12,12-13,13-14,14-15,15-6,6-4,4-8
1170 10 16 10-16
1171 10 16 10-11,11-12,12-13,13-16
1172 10 16 10-11,11-8,8-4,4-2,2-9,9-16
1173 10 16 10-11,11-8,8-4,4-6,6-1,1-16
1174 10 16 10-11,11-12,12-13,13-14,14-5,5-1,1-16
1175 10 16 10-11,11-8,8-4,4-5,5-1,1-16
1176 7 13 7-6,6-1,1-5,5-14,14-13
1177 7 13 7-6,6-1,1-16,16-13
1178 7 13 7-0,0-3,3-2,2-9,9-16,16-13
1179 7 13 7-6,6-4,4-8,8-11,11-12,12-13
1180 7 13 7-6,6-15,15-14,14-13
1181 7 13 7-0,0-3,3-2,2-4,4-5,5-14,14-13
1182 14 7 14-5,5-1,1-6,6-7
1183 14 7 14-5,5-4,4-6,6-7
1184 14 7 14-15,15-6,6-4,4-2,2-3,3-0,0-7
1185 14 7 14-13,13-16,16-1,1-6,6-7
1186 14 7 14-15,15-6,6-7
1187 14 7 14-13,13-16,16-9,9-2,2-3,3-0,0-7
1188 13 5 13-14,14-5
1189 13 5 13-16,16-1,1-5
1190 13 5 13-16,16-9,9-2,2-4,4-5
1191 13 5 13-12,12-11,11-8,8-4,4-5
1192 13 5 13-14,14-15,15-6,6-1,1-5
1193 13 5 13-16,16-1,1-6,6-4,4-5
1194 0 6 0-7,7-6
1195 0 6 0-3,3-2,2-4,4-6
1196 0 6 0-3,3-2,2-4,4-5,5-1,1-6
1197 0 6 0-3,3-2,2-9,9-16,16-13,13-14,14-15,15-6
1198 0 6 0-3,3-2,2-9,9-16,16-1,1-6
1199 0 6 0-3,3-2,2-4,4-5,5-14,14-15,15-6
1200 15 6 15-6
1201 15 6 15-14,14-5,5-1,1-6
1202 15 6 15-14,14-5,5-4,4-6
1203 15 6 15-14,14-13,13-16,16-9,9-2,2-3,3-0,0-7,7-6
1204 15 6 15-14,14-13,13-12,12-11,11-8,8-4,4-6
1205 15 6 15-14,14-13,13-16,16-1,1-6
1206 1 7 1-6,6-7
1207 1 7 1-5,5-4,4-6,6-7
1208 1 7 1-6,6-4,4-2,2-3,3-0,0-7
1209 1 7 1-16,16-13,13-14,14-15,15-6,6-7
1210 1 7 1-16,16-9,9-2,2-3,3-0,0-7
1211 1 7 1-5,5-14,14-15,15-6,6-7
1212 0 9 0-3,3-2,2-9
1213 0 9 0-7,7-6,6-1,1-16,16-9
1214 0 9 0-7,7-6,6-4,4-2,2-9
1215 0 9 0-3,3-2,2-4,4-5,5-14,14-13,13-16,16-9
1216 0 9 0-7,7-6,6-15,15-14,14-5,5-1,1-16,16-9
1217 0 9 0-7,7-6,6-1,1-5,5-4,4-2,2-9
1218 15 8 15-14,14-5,5-4,4-8
1219 15 8 15-6,6-4,4-8
1220 15 8 15-14,14-13,13-12,12-11,11-8
1221 15 8 15-6,6-1,1-16,16-9,9-2,2-4,4-8
1222 15 8 15-6,6-7,7-0,0-3,3-2,2-4,4-8
1223 15 8 15-6,6-1,1-5,5-4,4-8
1224 3 4 3-2,2-4
1225 3 4 3-0,0-7,7-6,6-4
1226 3 4 3-2,2-9,9-16,16-1,1-6,6-4
1227 3 4 3-0,0-7,7-6,6-15,15-14,14-5,5-4
1228 3 4 3-2,2-9,9-16,16-1,1-5,5-4
1229 3 4 3-0,0-7,7-6,6-1,1-5,5-4
1230 2 4 2-4
1231 2 4 2-9,9-16,16-1,1-6,6-4
1232 2 4 2-9,9-16,16-1,1-5,5-4
1233 2 4 2-3,3-0,0-7,7-6,6-4
1234 2 4 2-9,9-16,16-13,13-12,12-11,11-8,8-4
1235 2 4 2-3,3-0,0-7,7-6,6-15,15-14,14-5,5-4
1236 9 12 9-16,16-13,13-12
1237 9 12 9-16,16-10,10-11,11-12
1238 9 12 9-2,2-4,4-8,8-11,11-12
1239 9 12 9-2,2-4,4-5,5-14,14-13,13-12
1240 9 12 9-16,16-1,1-6,6-15,15-14,14-13,13-12
1241 9 12 9-16,16-1,1-6,6-4,4-8,8-11,11-12
1242 8 4 8-4
1243 8 4 8-11,11-12,12-13,13-14,14-5,5-4
1244 8 4 8-11,11-12,12-13,13-16,16-9,9-2,2-4
1245 8 4 8-11,11-10,10-16,16-1,1-6,6-4
1246 8 4 8-11,11-10,10-16,16-1,1-5,5-4
1247 8 4 8-11,11-12,12-13,13-14,14-15,15-6,6-4
1248 5 9 5-4,4-2,2-9
1249 5 9 5-1,1-16,16-9
1250 5 9 5-1,1-6,6-4,4-2,2-9
1251 5 9 5-14,14-13,13-16,16-9
1252 5 9 5-14,14-15,15-6,6-7,7-0,0-3,3-2,2-9
1253 5 9 5-4,4-8,8-11,11-12,12-13,13-16,16-9
1254 4 7 4-6,6-7
1255 4 7 4-5,5-1,1-6,6-7
1256 4 7 4-2,2-3,3-0,0-7
1257 4 7 4-5,5-14,14-15,15-6,6-7
1258 4 7 4-8,8-11,11-12,12-13,13-16,16-1,1-6,6-7
1259 4 7 4-6,6-1,1-16,16-9,9-2,2-3,3-0,0-7
1260 10 11 10-11
1261 10 11 10-16,16-13,13-12,12-11
1262 10 11 10-16,16-9,9-2,2-4,4-8,8-11
1263 10 11 10-16,16-1,1-6,6-4,4-8,8-11
1264 10 11 10-16,16-1,1-5,5-14,14-13,13-12,12-11
1265 10 11 10-16,16-1,1-5,5-4,4-8,8-11
1266 9 1 9-16,16-1
1267 9 1 9-2,2-4,4-6,6-1
1268 9 1 9-2,2-4,4-5,5-1
1269 9 1 9-16,16-13,13-14,14-5,5-1
1270 9 1 9-2,2-3,3-0,0-7,7-6,6-1
1271 9 1 9-16,16-13,13-14,14-15,15-6,6-1
1272 16 8 16-9,9-2,2-4,4-8
1273 16 8 16-1,1-6,6-4,4-8
1274 16 8 16-13,13-12,12-11,11-8
1275 16 8 16-10,10-11,11-8
1276 16 8 16-1,1-5,5-4,4-8
1277 16 8 16-13,13-14,14-5,5-4,4-8
1278 5 6 5-1,1-6
1279 5 6 5-4,4-6
1280 5 6 5-4,4-2,2-9,9-16,16-1,1-6
1281 5 6 5-14,14-15,15-6
1282 5 6 5-14,14-13,13-12,12-11,11-8,8-4,4-6
1283 5 6 5-4,4-2,2-3,3-0,0-7,7-6
1284 11 2 11-8,8-4,4-2
1285 11 2 11-12,12-13,13-16,16-9,9-2
1286 11 2 11-10,10-16,16-9,9-2
1287 11 2 11-8,8-4,4-6,6-7,7-0,0-3,3-2
1288 11 2 11-12,12-13,13-14,14-5,5-4,4-2
1289 11 2 11-10,10-16,16-1,1-6,6-4,4-2
1290 10 6 10-16,16-1,1-6
1291 10 6 10-11,11-8,8-4,4-6
1292 10 6 10-11,11-8,8-4,4-5,5-1,1-6
1293 10 6 10-16,16-9,9-2,2-4,4-6
1294 10 6 10-11,11-12,12-13,13-14,14-15,15-6
1295 10 6 10-16,16-13,13-14,14-5,5-1,1-6
1296 16 2 16-9,9-2
1297 16 2 16-1,1-6,6-4,4-2
1298 16 2 16-1,1-5,5-4,4-2
1299 16 2 16-13,13-14,14-5,5-1,1-6,6-7,7-0,0-3,3-2
1300 16 2 16-10,10-11,11-8,8-4,4-2
1301 16 2 16-13,13-14,14-15,15-6,6-4,4-2
1302 14 13 14-13
1303 14 13 14-5,5-1,1-16,16-13
1304 14 13 14-5,5-4,4-2,2-9,9-16,16-13
1305 14 13 14-15,15-6,6-1,1-16,16-13
1306 14 13 14-5,5-4,4-8,8-11,11-12,12-13
1307 14 13 14-15,15-6,6-7,7-0,0-3,3-2,2-9,9-16,16-13
1308 12 5 12-13,13-14,14-5
1309 12 5 12-13,13-16,16-1,1-5
1310 12 5 12-11,11-8,8-4,4-5
1311 12 5 12-11,11-10,10-16,16-9,9-2,2-4,4-5
1312 12 5 12-13,13-14,14-15,15-6,6-1,1-5
1313 12 5 12-11,11-8,8-4,4-6,6-1,1-5
1314 0 16 0-3,3-2,2-9,9-16
1315 0 16 0-7,7-6,6-1,1-16
1316 0 16 0-3,3-2,2-4,4-6,6-1,1-16
1317 0 16 0-7,7-6,6-15,15-14,14-13,13-16
1318 0 16 0-3,3-2,2-4,4-5,5-1,1-16
1319 0 16 0-7,7-6,6-4,4-5,5-14,14-13,13-16
1320 7 16 7-6,6-1,1-16
1321 7 16 7-6,6-4,4-2,2-9,9-16
1322 7 16 7-0,0-3,3-2,2-9,9-16
1323 7 16 7-6,6-15,15-14,14-13,13-16
1324 7 16 7-6,6-4,4-5,5-1,1-16
1325 7 16 7-0,0-3,3-2,2-4,4-5,5-14,14-13,13-16
1326 14 0 14-5,5-1,1-6,6-7,7-0
1327 14 0 14-5,5-4,4-2,2-3,3-0
1328 14 0 14-15,15-6,6-7,7-0
1329 14 0 14-13,13-16,16-9,9-2,2-3,3-0
1330 14 0 14-5,5-4,4-6,6-7,7-0
1331 14 0 14-15,15-6,6-4,4-2,2-3,3-0
1332 13 8 13-14,14-5,5-4,4-8
1333 13 8 13-16,16-9,9-2,2-4,4-8
1334 13 8 13-12,12-11,11-8
1335 13 8 13-16,16-1,1-6,6-4,4-8
1336 13 8 13-14,14-15,15-6,6-4,4-8
1337 13 8 13-16,16-1,1-5,5-4,4-8
1338 12 16 12-13,13-16
1339 12 16 12-11,11-10,10-16
1340 12 16 12-13,13-14,14-5,5-1,1-16
1341 12 16 12-11,11-8,8-4,4-2,2-9,9-16
1342 12 16 12-13,13-14,14-15,15-6,6-1,1-16
1343 12 16 12-11,11-8,8-4,4-6,6-1,1-16
1344 0 3 0-3
1345 0 3 0-7,7-6,6-4,4-2,2-3
1346 0 3 0-7,7-6,6-1,1-5,5-4,4-2,2-3
1347 0 3 0-7,7-6,6-15,15-14,14-13,13-16,16-9,9-2,2-3
1348 0 3 0-7,7-6,6-1,1-16,16-9,9-2,2-3
1349 0 3 0-7,7-6,6-15,15-14,14-5,5-4,4-2,2-3
1350 15 5 15-14,14-5
1351 15 5 15-6,6-1,1-5
1352 15 5 15-6,6-4,4-5
1353 15 5 15-14,14-13,13-16,16-1,1-5
1354 15 5 15-6,6-7,7-0,0-3,3-2,2-4,4-5
1355 15 5 15-14,14-13,13-12,12-11,11-8,8-4,4-5
1356 3 14 3-2,2-4,4-5,5-14
1357 3 14 3-2,2-4,4-6,6-1,1-5,5-14
1358 3 14 3-0,0-7,7-6,6-15,15-14
1359 3 14 3-2,2-9,9-16,16-13,13-14
1360 3 14 3-0,0-7,7-6,6-1,1-16,16-13,13-14
1361 3 14 3-2,2-4,4-6,6-15,15-14
1362 1 2 1-6,6-4,4-2
1363 1 2 1-5,5-4,4-2
1364 1 2 1-16,16-9,9-2
1365 1 2 1-6,6-7,7-0,0-3,3-2
1366 1 2 1-5,5-14,14-13,13-16,16-9,9-2
1367 1 2 1-6,6-15,15-14,14-5,5-4,4-2
1368 8 14 8-4,4-5,5-14
1369 8 14 8-4,4-6,6-1,1-5,5-14
1370 8 14 8-11,11-12,12-13,13-14
1371 8 14 8-4,4-2,2-3,3-0,0-7,7-6,6-15,15-14
1372 8 14 8-4,4-2,2-9,9-16,16-13,13-14
1373 8 14 8-4,4-6,6-15,15-14
1374 4 9 4-2,2-9
1375 4 9 4-6,6-1,1-16,16-9
1376 4 9 4-5,5-1,1-16,16-9
1377 4 9 4-6,6-7,7-0,0-3,3-2,2-9
1378 4 9 4-8,8-11,11-12,12-13,13-16,16-9
1379 4 9 4-5,5-14,14-13,13-16,16-9
1380 2 9 2-9
1381 2 9 2-4,4-6,6-1,1-16,16-9
1382 2 9 2-4,4-5,5-1,1-16,16-9
1383 2 9 2-3,3-0,0-7,7-6,6-1,1-5,5-14,14-13,13-16,16-9
1384 2 9 2-4,4-8,8-11,11-10,10-16,16-9
1385 2 9 2-4,4-6,6-15,15-14,14-13,13-16,16-9
1386 9 15 9-2,2-4,4-5,5-14,14-15
1387 9 15 9-16,16-1,1-6,6-15
1388 9 15 9-2,2-4,4-6,6-15
1389 9 15 9-16,16-13,13-14,14-15
1390 9 15 9-2,2-3,3-0,0-7,7-6,6-15
1391 9 15 9-16,16-1,1-5,5-14,14-15
1392 8 1 8-4,4-6,6-1
1393 8 1 8-4,4-5,5-1
1394 8 1 8-11,11-12,12-13,13-14,14-5,5-1
1395 8 1 8-11,11-10,10-16,16-1
1396 8 1 8-4,4-2,2-9,9-16,16-1
1397 8 1 8-4,4-2,2-3,3-0,0-7,7-6,6-1
1398 5 12 5-14,14-13,13-12
1399 5 12 5-1,1-16,16-13,13-12
1400 5 12 5-4,4-8,8-11,11-12
1401 5 12 5-4,4-2,2-9,9-16,16-10,10-11,11-12
1402 5 12 5-1,1-6,6-15,15-14,14-13,13-12
1403 5 12 5-1,1-6,6-4,4-8,8-11,11-12
1404 10 12 10-11,11-12
1405 10 12 10-16,16-13,13-12
1406 10 12 10-11,11-8,8-4,4-5,5-14,14-13,13-12
1407 10 12 10-16,16-9,9-2,2-4,4-8,8-11,11-12
1408 10 12 10-16,16-1,1-6,6-15,15-14,14-13,13-12
1409 10 12 10-16,16-1,1-5,5-14,14-13,13-12
1410 6 3 6-4,4-2,2-3
1411 6 3 6-1,1-5,5-4,4-2,2-3
1412 6 3 6-7,7-0,0-3
1413 6 3 6-15,15-14,14-13,13-16,16-9,9-2,2-3
1414 6 3 6-1,1-16,16-9,9-2,2-3
1415 6 3 6-15,15-14,14-5,5-4,4-2,2-3
1416 11 1 11-8,8-4,4-6,6-1
1417 11 1 11-8,8-4,4-5,5-1
1418 11 1 11-12,12-13,13-14,14-5,5-1
1419 11 1 11-10,10-16,16-1
1420 11 1 11-12,12-13,13-16,16-1
1421 11 1 11-10,10-16,16-9,9-2,2-4,4-6,6-1
1422 16 7 16-1,1-6,6-7
1423 16 7 16-9,9-2,2-4,4-6,6-7
1424 16 7 16-9,9-2,2-3,3-0,0-7
1425 16 7 16-13,13-14,14-15,15-6,6-7
1426 16 7 16-1,1-5,5-4,4-6,6-7
1427 16 7 16-13,13-14,14-5,5-4,4-2,2-3,3-0,0-7
1428 7 10 7-6,6-1,1-16,16-10
1429 7 10 7-6,6-4,4-8,8-11,11-10
1430 7 10 7-0,0-3,3-2,2-4,4-8,8-11,11-10
1431 7 10 7-6,6-15,15-14,14-13,13-12,12-11,11-10
1432 7 10 7-6,6-4,4-2,2-9,9-16,16-10
1433 7 10 7-6,6-4,4-5,5-1,1-16,16-10
1434 12 10 12-11,11-10
1435 12 10 12-13,13-16,16-10
1436 12 10 12-13,13-14,14-5,5-4,4-8,8-11,11-10
1437 12 10 12-11,11-8,8-4,4-2,2-9,9-16,16-10
1438 12 10 12-13,13-14,14-15,15-6,6-1,1-16,16-10
1439 12 10 12-13,13-14,14-5,5-1,1-16,16-10
1440 13 11 13-12,12-11
1441 13 11 13-16,16-10,10-11
1442 13 11 13-14,14-5,5-4,4-8,8-11
1443 13 11 13-16,16-9,9-2,2-4,4-8,8-11
1444 13 11 13-14,14-15,15-6,6-1,1-16,16-10,10-11
1445 13 11 13-14,14-5,5-1,1-6,6-4,4-8,8-11
1446 16 12 16-13,13-12
1447 16 12 16-10,10-11,11-12
1448 16 12 16-1,1-5,5-14,14-13,13-12
1449 16 12 16-9,9-2,2-4,4-8,8-11,11-12
1450 16 12 16-1,1-6,6-15,15-14,14-13,13-12
1451 16 12 16-1,1-6,6-4,4-8,8-11,11-12
1452 2 16 2-9,9-16
1453 2 16 2-4,4-6,6-1,1-16
1454 2 16 2-4,4-5,5-1,1-16
1455 2 16 2-3,3-0,0-7,7-6,6-1,1-5,5-14,14-13,13-16
1456 2 16 2-4,4-8,8-11,11-10,10-16
1457 2 16 2-4,4-6,6-15,15-14,14-13,13-16
1458 3 13 3-2,2-9,9-16,16-13
1459 3 13 3-2,2-4,4-5,5-14,14-13
1460 3 13 3-0,0-7,7-6,6-1,1-5,5-14,14-13
1461 3 13 3-2,2-4,4-8,8-11,11-12,12-13
1462 3 13 3-0,0-7,7-6,6-1,1-16,16-13
1463 3 13 3-2,2-4,4-6,6-15,15-14,14-13
1464 1 13 1-5,5-14,14-13
1465 1 13 1-16,16-13
1466 1 13 1-6,6-4,4-5,5-14,14-13
1467 1 13 1-16,16-10,10-11,11-12,12-13
1468 1 13 1-6,6-7,7-0,0-3,3-2,2-9,9-16,16-13
1469 1 13 1-6,6-15,15-14,14-13
1470 8 11 8-11
1471 8 11 8-4,4-5,5-14,14-13,13-12,12-11
1472 8 11 8-4,4-2,2-9,9-16,16-13,13-12,12-11
1473 8 11 8-4,4-6,6-1,1-16,16-10,10-11
1474 8 11 8-4,4-5,5-1,1-16,16-10,10-11
1475 8 11 8-4,4-6,6-15,15-14,14-13,13-12,12-11
1476 16 11 16-13,13-12,12-11
1477 16 11 16-10,10-11
1478 16 11 16-9,9-2,2-4,4-8,8-11
1479 16 11 16-1,1-6,6-4,4-8,8-11
1480 16 11 16-1,1-5,5-14,14-13,13-12,12-11
1481 16 11 16-1,1-5,5-4,4-8,8-11
1482 4 14 4-5,5-14
1483 4 14 4-6,6-1,1-5,5-14
1484 4 14 4-6,6-15,15-14
1485 4 14 4-2,2-9,9-16,16-13,13-14
1486 4 14 4-8,8-11,11-12,12-13,13-14
1487 4 14 4-2,2-3,3-0,0-7,7-6,6-15,15-14
1488 2 10 2-4,4-8,8-11,11-10
1489 2 10 2-9,9-16,16-10
1490 2 10 2-9,9-16,16-13,13-12,12-11,11-10
1491 2 10 2-3,3-0,0-7,7-6,6-1,1-16,16-10
1492 2 10 2-4,4-5,5-1,1-16,16-10
1493 2 10 2-4,4-6,6-15,15-14,14-13,13-12,12-11,11-10
1494 9 10 9-16,16-10
1495 9 10 9-16,16-13,13-12,12-11,11-10
1496 9 10 9-2,2-4,4-8,8-11,11-10
1497 9 10 9-2,2-4,4-6,6-1,1-16,16-10
1498 9 10 9-2,2-4,4-5,5-1,1-16,16-10
1499 9 10 9-16,16-1,1-5,5-14,14-13,13-12,12-11,11-10
1500 5 15 5-14,14-15
1501 5 15 5-1,1-6,6-15
1502 5 15 5-4,4-6,6-15
1503 5 15 5-1,1-16,16-13,13-14,14-15
1504 5 15 5-4,4-2,2-3,3-0,0-7,7-6,6-15
1505 5 15 5-4,4-8,8-11,11-12,12-13,13-14,14-15
1506 10 1 10-16,16-1
1507 10 1 10-11,11-8,8-4,4-6,6-1
1508 10 1 10-11,11-8,8-4,4-5,5-1
1509 10 1 10-16,16-13,13-14,14-5,5-1
1510 10 1 10-16,16-9,9-2,2-3,3-0,0-7,7-6,6-1
1511 10 1 10-11,11-12,12-13,13-16,16-1
1512 6 12 6-1,1-5,5-14,14-13,13-12
1513 6 12 6-1,1-16,16-13,13-12
1514 6 12 6-4,4-8,8-11,11-12
1515 6 12 6-4,4-2,2-9,9-16,16-10,10-11,11-12
1516 6 12 6-15,15-14,14-13,13-12
1517 6 12 6-7,7-0,0-3,3-2,2-9,9-16,16-13,13-12
1518 11 12 11-12
1519 11 12 11-10,10-16,16-13,13-12
1520 11 12 11-8,8-4,4-5,5-14,14-13,13-12
1521 11 12 11-8,8-4,4-2,2-9,9-16,16-13,13-12
1522 11 12 11-10,10-16,16-1,1-6,6-15,15-14,14-13,13-12
1523 11 12 11-8,8-4,4-6,6-1,1-5,5-14,14-13,13-12
1524 7 9 7-6,6-1,1-16,16-9
1525 7 9 7-6,6-4,4-2,2-9
1526 7 9 7-0,0-3,3-2,2-9
1527 7 9 7-6,6-15,15-14,14-13,13-16,16-9
1528 7 9 7-6,6-1,1-5,5-4,4-2,2-9
1529 7 9 7-6,6-4,4-8,8-11,11-12,12-13,13-16,16-9
1530 14 11 14-13,13-12,12-11
1531 14 11 14-5,5-4,4-8,8-11
1532 14 11 14-5,5-1,1-6,6-4,4-8,8-11
1533 14 11 14-13,13-16,16-10,10-11
1534 14 11 14-15,15-6,6-1,1-16,16-10,10-11
1535 14 11 14-5,5-4,4-2,2-9,9-16,16-13,13-12,12-11
1536 13 1 13-14,14-5,5-1
1537 13 1 13-16,16-1
1538 13 1 13-14,14-5,5-4,4-6,6-1
1539 13 1 13-12,12-11,11-10,10-16,16-1
1540 13 1 13-16,16-9,9-2,2-3,3-0,0-7,7-6,6-1
1541 13 1 13-14,14-15,15-6,6-1
1542 12 15 12-13,13-14,14-15
1543 12 15 12-13,13-14,14-5,5-1,1-6,6-15
1544 12 15 12-11,11-8,8-4,4-5,5-14,14-15
1545 12 15 12-13,13-16,16-9,9-2,2-4,4-6,6-15
1546 12 15 12-11,11-10,10-16,16-1,1-6,6-15
1547 12 15 12-11,11-8,8-4,4-6,6-15
1548 15 2 15-14,14-5,5-4,4-2
1549 15 2 15-6,6-4,4-2
1550 15 2 15-6,6-1,1-16,16-9,9-2
1551 15 2 15-6,6-7,7-0,0-3,3-2
1552 15 2 15-14,14-13,13-16,16-9,9-2
1553 15 2 15-6,6-1,1-5,5-4,4-2
1554 13 14 13-14
1555 13 14 13-16,16-1,1-5,5-14
1556 13 14 13-16,16-9,9-2,2-4,4-5,5-14
1557 13 14 13-16,16-1,1-6,6-15,15-14
1558 13 14 13-12,12-11,11-8,8-4,4-5,5-14
1559 13 14 13-16,16-9,9-2,2-3,3-0,0-7,7-6,6-15,15-14
1560 0 13 0-3,3-2,2-9,9-16,16-13
1561 0 13 0-7,7-6,6-1,1-5,5-14,14-13
1562 0 13 0-7,7-6,6-1,1-16,16-13
1563 0 13 0-3,3-2,2-4,4-6,6-15,15-14,14-13
1564 0 13 0-3,3-2,2-4,4-5,5-14,14-13
1565 0 13 0-7,7-6,6-15,15-14,14-13
1566 3 8 3-2,2-4,4-8
1567 3 8 3-0,0-7,7-6,6-4,4-8
1568 3 8 3-2,2-9,9-16,16-13,13-12,12-11,11-8
1569 3 8 3-0,0-7,7-6,6-1,1-16,16-10,10-11,11-8
1570 3 8 3-2,2-9,9-16,16-1,1-5,5-4,4-8
1571 3 8 3-0,0-7,7-6,6-15,15-14,14-5,5-4,4-8
1572 2 0 2-3,3-0
1573 2 0 2-4,4-6,6-7,7-0
1574 2 0 2-4,4-5,5-1,1-6,6-7,7-0
